department,category,commodity,sub_commodity,id_upc,dsc_upc
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,4122086406,HEB ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,4122086412,HEB ORANGE PINEAPPLE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,4850000947,TROPICANA 100% ORANGE JUICE   
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,7057000002,BIG TEX 100% ORANGE JUICE     
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,7057000036,BIG TEX ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,7057000037,BIGTEX ORANGE PINEAPPLE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,7057000065,BIG TEX 100% ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,40000028666,HCF ORANGE/PINEAPPLE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,40000030976,*B* HCF ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,40000031010,BIG TEX 100% ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,MULTI PACK 100%,40000031101,HCF ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,2500002128,MM 100% ORANGE JUICE          
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,2500006153,MINUTE MAID ORANGE JUICE 12OZ
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,4122013848,HEB 100% ORANGE JUICE CKSTND
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,4175500051,LANGERS ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,7468215123,KNUDSEN ORANGE JUICE          
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,64935371004,KAGOME JUICE ORANGE CARROT    
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,72909007130,SONRISA 100% ORANGE JUICE     
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,85269800401,FOUND 100% PURE ORANGE JUICE  
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,85275000374,TEXAS SQUEEZE ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,5.06004E+11,FOLKINGTONS ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE 100%,5.06004E+11,FOLKINGTONS ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE NON 100%,7468210421,KNU ORANGE JUICE 465153       
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE NON 100%,70498230104,BUG JUICE OUTRAGEOUS ORANGE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SINGLE SERVE NON 100%,5.20224E+11,LOUX ORANGE JUICE             
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,SPARKLING JUICE,83101200314,A&E SWITCH SPARK JUICE ORANGE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,TETRA 100%,7473403468,PAYASO ORANGE JUICE
GROCERY,SHELF STABLE JUICES,SHELF STABLE JUICE,TETRA 100%,7473403662,PAYASO ORANGE JUICE
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,6274,ORANGE JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,6279,ORANGE JUICE 64 OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,6281,ORANGE JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,7349,GRAPEFRUIT JUICE 64OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,7365,GRAPEFRUIT JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,7368,GRAPEFRUIT JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,7372,D ORANGE JUICE 64OZ 24HR
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,7373,ORANGE JUICE 32OZ 24HR
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,7374,ORANGE JUICE 16OZ 24HR
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36147,D ORANGE JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36148,ORANGE JUICE 32 OZ SELF SERVE
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36149,D ORANGE JUICE 64OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36266,BLOOD ORANGE JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36422,HONEY DROP MANDARIN JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36423,HONEY DROP MANDARIN JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36424,BLOOD ORANGE JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36425,BLOOD ORANGE JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36426,BELLA MANDARIN JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36427,BELLA MANDARIN JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,36428,GOLD NUGGET JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,20627400000,ORANGE JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,20627900000,ORANGE JUICE 64 OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,20628100000,ORANGE JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,20734900000,GRAPEFRUIT JUICE 64OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,20736500000,GRAPEFRUIT JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,20736800000,GRAPEFRUIT JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,20737200000,D ORANGE JUICE 64OZ 24HR
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,20737300000,ORANGE JUICE 32OZ 24HR
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,20737400000,ORANGE JUICE 16OZ 24HR
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23614700000,D ORANGE JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23614800000,ORANGE JUICE 32 OZ SELF SERVE
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23614900000,D ORANGE JUICE 64OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23626600000,BLOOD ORANGE JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23626700000,BLOOD ORANGE JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23628700000,ORANGE JUICE 1 GALLON
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23629200000,BLOOD ORANGE JUICE 59OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23629400000,ORANGE JUICE 52OZ 24HR
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23629500000,ORANGE JUICE 52OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23632200000,GRAPEFRUIT JUICE 52OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23642200000,HONEY DROP MANDARIN JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23642300000,HONEY DROP MANDARIN JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23642400000,BLOOD ORANGE JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23642500000,BLOOD ORANGE JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23642600000,BELLA MANDARIN JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23642700000,BELLA MANDARIN JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23642800000,GOLD NUGGET JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23661500000,TANGERINE JUICE 52OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23661600000,TANGERINE JUICE 32OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,23661700000,TANGERINE JUICE 16OZ
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,40000212016,JUICE ORANGES 72 & 80CT
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,40000222195,"FL JUICE ORANGE 80, 100, 125CT"
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,40010994000,72CT JUICE ORANGE
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,41538715000,"CA JUICE ORANGE 88, 113, 138CT"
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,42616027000,"IMP JUICE ORAGE 88, 113, 138CT"
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,43962610000,DISCO JUICE ORANGE
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,43999150000,CM JUICE ORANGE 57-80MM
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,45306843000,JUICE ORANGES 163CT
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,47122957000,DISCO JUICE ORANGE
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,48700956000,TX JUICE ORANGE 57-80MM       
PRODUCE,FRESH JUICES,JUICE,IN-STORE JUICE ORANGE,49370507000,"TX JUICE ORANGE 88, 113, 138CT"
